Family,Subfamily,Tribe,Genus,animal,type,caste.number,caste.number.ref,colony.size,colony.size.ref,queen.mating.frequency.original,queen.number.continuous,queen.number.binary,Inherent_Constraints_Scale,Conditional_Constraints_Scale,Constraints_Confidence,Constraints_Scale_Notes,Ref.2,Supercolonial.Helantera.review_no.stringent.nonstringent,social.parasite.Antwiki_no.yes,clonal,hybridisation,Taxonomic_info.Antcat.registered_undescribed.species_Antcat.unregistered_incertae.sedis._subspecies
Formicidae,Formicinae,Camponotini,Opisthopsis,Opisthopsis_haddoni,ant,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,0,0,0,0,0
Formicidae,Myrmicinae,Dacetini,Orectognathus,Orectognathus_sarasini,ant,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,0,0,0,0,0
Formicidae,Myrmicinae,Dacetini,Orectognathus,Orectognathus_spp.,ant,1,"Carlin, 1981",NA,NA,NA,NA,NA,NA,NA,NA,,NA,0,0,0,0,1
Apidae,Apinae,Meliponini,Oxytrigona,Oxytrigona_mellicolor,bee,1,NA,5500,"Slaa et al., 2003",NA,NA,NA,NA,NA,NA,,NA,0,0,0,0,0
Formicidae,Ponerinae,Ponerini,Pachycondyla,Pachycondyla_sp._2,ant,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,0,0,0,0,1
Formicidae,Ponerinae,Ponerini,Pachycondyla,Pachycondyla_sp.8WestJava,ant,1,"Oster & Wilson, 1978; Blanchard & Moreau, 2017",11,"Monnin & Peeters, 2008 (citing Ito, 1993)",NA,NA,NA,NA,NA,NA,,NA,0,0,0,0,1
Formicidae,Ponerinae,Ponerini,Pachycondyla,Pachycondyla_sp10,ant,1,"Oster & Wilson, 1978; Blanchard & Moreau, 2017",NA,NA,NA,NA,NA,NA,NA,NA,,NA,0,0,0,0,1
Vespidae,Polistinae,Epiponini,Metapolybia,Parachartergus_colobopterus,wasp,1,"Platt et al., 2004",NA,"Hammond&Keller, 2004; Kud√¥ et al 2005; Platt et al., 2004; Strassman et al., 2002",1,46,1,NA,NA,NA,,NA,0,0,0,0,0
Vespidae,Polistinae,Epiponini,Parachartergus,Parachartergus_fraternus,wasp,1,NA,257,"Raw, 1998",NA,NA,NA,NA,NA,NA,,NA,0,0,0,0,0
Vespidae,Polistinae,Epiponini,Parachartergus,Parachartergus_smithii,wasp,1,"Mateus et al., 1997",131,"Mateus et al., 1997",NA,NA,1,NA,NA,NA,,NA,0,0,0,0,0
Vespidae,Polistinae,Polistini,Polistes,Parapolybia_indica,wasp,1,NA,NA,NA,NA,1,0,NA,NA,NA,,NA,0,0,0,0,0
Formicidae,Dorylinae,NA,Parasyscia - was cerapachys,Parasyscia_cfcribrinodis,ant,1,"Wilson, 1978",NA,NA,NA,NA,NA,NA,NA,NA,,NA,0,0,0,0,1
Formicidae,Myrmicinae,Attini,Paratrachymyrmex,Paratrachymyrmex_cornetzisp1,ant,1,"Oster & Wilson, 1978; Blanchard & Moreau, 2017",300,"Hammond&Keller, 2004 (citing Villesen et al., 2002)",1.211,1,0,NA,NA,NA,,NA,0,0,0,0,1
Formicidae,Formicinae,Plagiolepidini,Paratrechina,Paratrechina_ha,ant,1,"Oster & Wilson, 1978",NA,NA,NA,NA,NA,NA,NA,NA,,NA,0,0,0,0,1
Formicidae,Formicinae,Plagiolepidini,Paratrechina,Paratrechina_longicornis,ant,1,"Oster & Wilson, 1978",2000,"Holldobler&Wilson, 1990; Burchill & Moreau, 2016 - (citing Wilson, 1959)",NA,NA,NA,NA,NA,NA,,NA,2,0,0,0,0
Formicidae,Formicinae,Plagiolepidini,Paratrechina,Paratrechina_pubens,ant,1,"Oster & Wilson, 1978",NA,NA,NA,NA,NA,NA,NA,NA,,NA,0,0,0,0,2
Formicidae,Formicinae,Plagiolepidini,Paratrechina,Paratrechina_sp10,ant,1,"Oster & Wilson, 1978",200,"Holldobler&Wilson, 1990; Burchill & Moreau, 2016 - (citing Kaspari & Vargo, 1995)",NA,NA,NA,NA,NA,NA,,NA,0,0,0,0,1
Formicidae,Formicinae,Plagiolepidini,Paratrechina,Paratrechina_sp11,ant,1,"Oster & Wilson, 1978",150,"Holldobler&Wilson, 1990; Burchill & Moreau, 2016 - (citing Wilson, 1959)",NA,NA,NA,NA,NA,NA,,NA,0,0,0,0,1
Apidae,Apinae,Meliponini,Paratrigona,Paratrigona_lineata,bee,1,"Gruter et al., 2017",NA,NA,NA,NA,NA,NA,NA,NA,,NA,0,0,0,0,0
Apidae,Apinae,Meliponini,Paratrigona,Paratrigona_subnuda,bee,1,NA,3750,"Hammond&Keller, 2004; Toth et al., 2004; Toth et al., 2002",NA,1,0,NA,NA,NA,,NA,0,0,0,0,0
Vespidae,Stenogastrinae,Stenogastrinae,Liostenogaster,Parischnogaster_alternata,wasp,1,NA,3.07,"Bolton et al., 2006",1.02,1,0,NA,NA,NA,,NA,0,0,0,0,0
Vespidae,Stenogastrinae,Stenogastrinae,Parischnogaster,Parischnogaster_mellyi,wasp,NA,NA,NA,NA,1,1,0,NA,NA,NA,,NA,0,0,0,0,0
Apidae,Apinae,Meliponini,Partamona,Partamona_helleri,bee,1,"Gruter et al., 2017",NA,NA,NA,NA,NA,NA,NA,NA,,NA,0,0,0,0,0
Apidae,Apinae,Meliponini,Partamona,Partamona_nr_cupira,bee,1,NA,3201.25,"Jaffe et al., 2014; Wille, 1983",1,1,0,NA,NA,NA,,NA,0,0,0,0,0
Apidae,Apinae,Meliponini,Partamona,Partamona_seridoensis,bee,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,0,0,0,0,0
Formicidae,Myrmicinae,Crematogastrini,Perissomyrmex,Perissomyrmex_medogensis,ant,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,0,0,0,0,0
Formicidae,Myrmicinae,Pheidolini,Pheidole,Pheidole_angulifera,ant,2,"Holldobler & Wilson, 1990; Longino, 2019",NA,NA,NA,NA,1,4,4,0,"multiple sources describing Pheidole genus as completely lacking ovaries. No indication in intrageneric variation but confidence marked as 0 just to be safe. Example of ref = workers lack ovaries and are thus invariably sterile regardless of the queen mating frequency and numbers of queens per colony. Huang MH, Wheeler DE, Fjerdingstad EJ. Mating system evolution and worker caste diversity in Pheidole ants. Mol Ecol. 2013 Apr;22(7):1998-2010. ",NA,0,0,0,0,0
Formicidae,Myrmicinae,Pheidolini,Pheidole,Pheidole_bic,ant,2,"Holldobler & Wilson, 1990",275,"Kaspari & Vargo, 1995",NA,NA,NA,4,4,0,"multiple sources describing Pheidole genus as completely lacking ovaries. No indication in intrageneric variation but confidence marked as 0 just to be safe. Example of ref = workers lack ovaries and are thus invariably sterile regardless of the queen mating frequency and numbers of queens per colony. Huang MH, Wheeler DE, Fjerdingstad EJ. Mating system evolution and worker caste diversity in Pheidole ants. Mol Ecol. 2013 Apr;22(7):1998-2010. ",NA,0,0,0,0,1
Formicidae,Myrmicinae,Pheidolini,Pheidole,Pheidole_BSH,ant,2,"Holldobler & Wilson, 1990",206,"Kaspari & Vargo, 1995",NA,NA,NA,4,4,0,"multiple sources describing Pheidole genus as completely lacking ovaries. No indication in intrageneric variation but confidence marked as 0 just to be safe. Example of ref = workers lack ovaries and are thus invariably sterile regardless of the queen mating frequency and numbers of queens per colony. Huang MH, Wheeler DE, Fjerdingstad EJ. Mating system evolution and worker caste diversity in Pheidole ants. Mol Ecol. 2013 Apr;22(7):1998-2010. ",NA,0,0,0,0,1
Formicidae,Myrmicinae,Pheidolini,Pheidole,Pheidole_CCC,ant,2,"Holldobler & Wilson, 1990",375,"Kaspari & Vargo, 1995",NA,NA,NA,4,4,0,"multiple sources describing Pheidole genus as completely lacking ovaries. No indication in intrageneric variation but confidence marked as 0 just to be safe. Example of ref = workers lack ovaries and are thus invariably sterile regardless of the queen mating frequency and numbers of queens per colony. Huang MH, Wheeler DE, Fjerdingstad EJ. Mating system evolution and worker caste diversity in Pheidole ants. Mol Ecol. 2013 Apr;22(7):1998-2010. ",NA,0,0,0,0,1
Formicidae,Myrmicinae,Pheidolini,Pheidole,Pheidole_CCR,ant,2,"Holldobler & Wilson, 1990",134,"Kaspari & Vargo, 1995",NA,NA,NA,4,4,0,"multiple sources describing Pheidole genus as completely lacking ovaries. No indication in intrageneric variation but confidence marked as 0 just to be safe. Example of ref = workers lack ovaries and are thus invariably sterile regardless of the queen mating frequency and numbers of queens per colony. Huang MH, Wheeler DE, Fjerdingstad EJ. Mating system evolution and worker caste diversity in Pheidole ants. Mol Ecol. 2013 Apr;22(7):1998-2010. ",NA,0,0,0,0,1
Formicidae,Myrmicinae,Pheidolini,Pheidole,Pheidole_cho,ant,2,"Holldobler & Wilson, 1990",88,"Kaspari & Vargo, 1995",NA,NA,NA,4,4,0,"multiple sources describing Pheidole genus as completely lacking ovaries. No indication in intrageneric variation but confidence marked as 0 just to be safe. Example of ref = workers lack ovaries and are thus invariably sterile regardless of the queen mating frequency and numbers of queens per colony. Huang MH, Wheeler DE, Fjerdingstad EJ. Mating system evolution and worker caste diversity in Pheidole ants. Mol Ecol. 2013 Apr;22(7):1998-2010. ",NA,0,0,0,0,1
Formicidae,Myrmicinae,Pheidolini,Pheidole,Pheidole_DSS,ant,2,"Holldobler & Wilson, 1990",22,"Kaspari & Vargo, 1995",NA,NA,NA,4,4,0,"multiple sources describing Pheidole genus as completely lacking ovaries. No indication in intrageneric variation but confidence marked as 0 just to be safe. Example of ref = workers lack ovaries and are thus invariably sterile regardless of the queen mating frequency and numbers of queens per colony. Huang MH, Wheeler DE, Fjerdingstad EJ. Mating system evolution and worker caste diversity in Pheidole ants. Mol Ecol. 2013 Apr;22(7):1998-2010. ",NA,0,0,0,0,1
Formicidae,Myrmicinae,Pheidolini,Pheidole,Pheidole_eye,ant,2,"Holldobler & Wilson, 1990",36,"Kaspari & Vargo, 1995",NA,NA,NA,4,4,0,"multiple sources describing Pheidole genus as completely lacking ovaries. No indication in intrageneric variation but confidence marked as 0 just to be safe. Example of ref = workers lack ovaries and are thus invariably sterile regardless of the queen mating frequency and numbers of queens per colony. Huang MH, Wheeler DE, Fjerdingstad EJ. Mating system evolution and worker caste diversity in Pheidole ants. Mol Ecol. 2013 Apr;22(7):1998-2010. ",NA,0,0,0,0,1
Formicidae,Myrmicinae,Pheidolini,Pheidole,Pheidole_GLO,ant,2,"Holldobler & Wilson, 1990",44,"Kaspari & Vargo, 1995",NA,NA,NA,4,4,0,"multiple sources describing Pheidole genus as completely lacking ovaries. No indication in intrageneric variation but confidence marked as 0 just to be safe. Example of ref = workers lack ovaries and are thus invariably sterile regardless of the queen mating frequency and numbers of queens per colony. Huang MH, Wheeler DE, Fjerdingstad EJ. Mating system evolution and worker caste diversity in Pheidole ants. Mol Ecol. 2013 Apr;22(7):1998-2010. ",NA,0,0,0,0,1
Formicidae,Myrmicinae,Pheidolini,Pheidole,Pheidole_hfb,ant,2,"Holldobler & Wilson, 1990",205,"Kaspari & Vargo, 1995",NA,NA,NA,4,4,0,"multiple sources describing Pheidole genus as completely lacking ovaries. No indication in intrageneric variation but confidence marked as 0 just to be safe. Example of ref = workers lack ovaries and are thus invariably sterile regardless of the queen mating frequency and numbers of queens per colony. Huang MH, Wheeler DE, Fjerdingstad EJ. Mating system evolution and worker caste diversity in Pheidole ants. Mol Ecol. 2013 Apr;22(7):1998-2010. ",NA,0,0,0,0,1
Formicidae,Myrmicinae,Pheidolini,Pheidole,Pheidole_int,ant,2,"Holldobler & Wilson, 1990",126,"Kaspari & Vargo, 1995",NA,NA,NA,4,4,0,"multiple sources describing Pheidole genus as completely lacking ovaries. No indication in intrageneric variation but confidence marked as 0 just to be safe. Example of ref = workers lack ovaries and are thus invariably sterile regardless of the queen mating frequency and numbers of queens per colony. Huang MH, Wheeler DE, Fjerdingstad EJ. Mating system evolution and worker caste diversity in Pheidole ants. Mol Ecol. 2013 Apr;22(7):1998-2010. ",NA,0,0,0,0,1
Formicidae,Myrmicinae,Pheidolini,Pheidole,Pheidole_megacephala,ant,2,"Holldobler & Wilson, 1990; Huang et al., 2013; Longino, 2019; Rajakumar et al., 2018",1.00E+05,"Fjerdingstad, 2006",NA,NA,1,4,4,0,"multiple sources describing Pheidole genus as completely lacking ovaries. No indication in intrageneric variation but confidence marked as 0 just to be safe. Example of ref = workers lack ovaries and are thus invariably sterile regardless of the queen mating frequency and numbers of queens per colony. Huang MH, Wheeler DE, Fjerdingstad EJ. Mating system evolution and worker caste diversity in Pheidole ants. Mol Ecol. 2013 Apr;22(7):1998-2010. ",NA,2,0,0,0,0
Formicidae,Myrmicinae,Pheidolini,Pheidole,Pheidole_MGA,ant,2,"Holldobler & Wilson, 1990",152,"Kaspari & Vargo, 1995",NA,NA,NA,4,4,0,"multiple sources describing Pheidole genus as completely lacking ovaries. No indication in intrageneric variation but confidence marked as 0 just to be safe. Example of ref = workers lack ovaries and are thus invariably sterile regardless of the queen mating frequency and numbers of queens per colony. Huang MH, Wheeler DE, Fjerdingstad EJ. Mating system evolution and worker caste diversity in Pheidole ants. Mol Ecol. 2013 Apr;22(7):1998-2010. ",NA,0,0,0,0,1
Formicidae,Myrmicinae,Pheidolini,Pheidole,Pheidole_MGS,ant,2,"Holldobler & Wilson, 1990",159,"Kaspari & Vargo, 1995",NA,NA,NA,4,4,0,"multiple sources describing Pheidole genus as completely lacking ovaries. No indication in intrageneric variation but confidence marked as 0 just to be safe. Example of ref = workers lack ovaries and are thus invariably sterile regardless of the queen mating frequency and numbers of queens per colony. Huang MH, Wheeler DE, Fjerdingstad EJ. Mating system evolution and worker caste diversity in Pheidole ants. Mol Ecol. 2013 Apr;22(7):1998-2010. ",NA,0,0,0,0,1
Formicidae,Myrmicinae,Pheidolini,Pheidole,Pheidole_MIC,ant,2,"Holldobler & Wilson, 1990",62,"Kaspari & Vargo, 1995",NA,NA,NA,4,4,0,"multiple sources describing Pheidole genus as completely lacking ovaries. No indication in intrageneric variation but confidence marked as 0 just to be safe. Example of ref = workers lack ovaries and are thus invariably sterile regardless of the queen mating frequency and numbers of queens per colony. Huang MH, Wheeler DE, Fjerdingstad EJ. Mating system evolution and worker caste diversity in Pheidole ants. Mol Ecol. 2013 Apr;22(7):1998-2010. ",NA,0,0,0,0,1
Formicidae,Myrmicinae,Pheidolini,Pheidole,Pheidole_MIN,ant,2,"Holldobler & Wilson, 1990",80,"Kaspari & Vargo, 1995",NA,NA,NA,4,4,0,"multiple sources describing Pheidole genus as completely lacking ovaries. No indication in intrageneric variation but confidence marked as 0 just to be safe. Example of ref = workers lack ovaries and are thus invariably sterile regardless of the queen mating frequency and numbers of queens per colony. Huang MH, Wheeler DE, Fjerdingstad EJ. Mating system evolution and worker caste diversity in Pheidole ants. Mol Ecol. 2013 Apr;22(7):1998-2010. ",NA,0,0,0,0,1
Formicidae,Myrmicinae,Pheidolini,Pheidole,Pheidole_NEB,ant,2,"Holldobler & Wilson, 1990",61,"Kaspari & Vargo, 1995",NA,NA,NA,4,4,0,"multiple sources describing Pheidole genus as completely lacking ovaries. No indication in intrageneric variation but confidence marked as 0 just to be safe. Example of ref = workers lack ovaries and are thus invariably sterile regardless of the queen mating frequency and numbers of queens per colony. Huang MH, Wheeler DE, Fjerdingstad EJ. Mating system evolution and worker caste diversity in Pheidole ants. Mol Ecol. 2013 Apr;22(7):1998-2010. ",NA,0,0,0,0,1
Formicidae,Myrmicinae,Pheidolini,Pheidole,Pheidole_NGA,ant,2,"Holldobler & Wilson, 1990",62,"Kaspari & Vargo, 1995",NA,NA,NA,4,4,0,"multiple sources describing Pheidole genus as completely lacking ovaries. No indication in intrageneric variation but confidence marked as 0 just to be safe. Example of ref = workers lack ovaries and are thus invariably sterile regardless of the queen mating frequency and numbers of queens per colony. Huang MH, Wheeler DE, Fjerdingstad EJ. Mating system evolution and worker caste diversity in Pheidole ants. Mol Ecol. 2013 Apr;22(7):1998-2010. ",NA,0,0,0,0,1
Formicidae,Myrmicinae,Pheidolini,Pheidole,Pheidole_NIT,ant,2,"Holldobler & Wilson, 1990",547,"Kaspari & Vargo, 1995",NA,NA,NA,4,4,0,"multiple sources describing Pheidole genus as completely lacking ovaries. No indication in intrageneric variation but confidence marked as 0 just to be safe. Example of ref = workers lack ovaries and are thus invariably sterile regardless of the queen mating frequency and numbers of queens per colony. Huang MH, Wheeler DE, Fjerdingstad EJ. Mating system evolution and worker caste diversity in Pheidole ants. Mol Ecol. 2013 Apr;22(7):1998-2010. ",NA,0,0,0,0,1
Formicidae,Myrmicinae,Pheidolini,Pheidole,Pheidole_PCHO,ant,2,"Holldobler & Wilson, 1990",NA,NA,NA,NA,NA,4,4,0,"multiple sources describing Pheidole genus as completely lacking ovaries. No indication in intrageneric variation but confidence marked as 0 just to be safe. Example of ref = workers lack ovaries and are thus invariably sterile regardless of the queen mating frequency and numbers of queens per colony. Huang MH, Wheeler DE, Fjerdingstad EJ. Mating system evolution and worker caste diversity in Pheidole ants. Mol Ecol. 2013 Apr;22(7):1998-2010. ",NA,0,0,0,0,1
Formicidae,Myrmicinae,Pheidolini,Pheidole,Pheidole_PEB,ant,2,"Holldobler & Wilson, 1990",300,"Kaspari & Vargo, 1995",NA,NA,NA,4,4,0,"multiple sources describing Pheidole genus as completely lacking ovaries. No indication in intrageneric variation but confidence marked as 0 just to be safe. Example of ref = workers lack ovaries and are thus invariably sterile regardless of the queen mating frequency and numbers of queens per colony. Huang MH, Wheeler DE, Fjerdingstad EJ. Mating system evolution and worker caste diversity in Pheidole ants. Mol Ecol. 2013 Apr;22(7):1998-2010. ",NA,0,0,0,0,1
Formicidae,Myrmicinae,Pheidolini,Pheidole,Pheidole_PNGA-nigricul,ant,2,"Holldobler & Wilson, 1990",NA,NA,NA,NA,NA,4,4,0,"multiple sources describing Pheidole genus as completely lacking ovaries. No indication in intrageneric variation but confidence marked as 0 just to be safe. Example of ref = workers lack ovaries and are thus invariably sterile regardless of the queen mating frequency and numbers of queens per colony. Huang MH, Wheeler DE, Fjerdingstad EJ. Mating system evolution and worker caste diversity in Pheidole ants. Mol Ecol. 2013 Apr;22(7):1998-2010. ",NA,0,0,0,0,1
Formicidae,Myrmicinae,Pheidolini,Pheidole,Pheidole_pnig,ant,2,"Holldobler & Wilson, 1990",113,"Kaspari & Vargo, 1995",NA,NA,NA,4,4,0,"multiple sources describing Pheidole genus as completely lacking ovaries. No indication in intrageneric variation but confidence marked as 0 just to be safe. Example of ref = workers lack ovaries and are thus invariably sterile regardless of the queen mating frequency and numbers of queens per colony. Huang MH, Wheeler DE, Fjerdingstad EJ. Mating system evolution and worker caste diversity in Pheidole ants. Mol Ecol. 2013 Apr;22(7):1998-2010. ",NA,0,0,0,0,1
Formicidae,Myrmicinae,Pheidolini,Pheidole,Pheidole_pnigb,ant,2,"Holldobler & Wilson, 1990",105,"Kaspari & Vargo, 1995",NA,NA,NA,4,4,0,"multiple sources describing Pheidole genus as completely lacking ovaries. No indication in intrageneric variation but confidence marked as 0 just to be safe. Example of ref = workers lack ovaries and are thus invariably sterile regardless of the queen mating frequency and numbers of queens per colony. Huang MH, Wheeler DE, Fjerdingstad EJ. Mating system evolution and worker caste diversity in Pheidole ants. Mol Ecol. 2013 Apr;22(7):1998-2010. ",NA,0,0,0,0,1
Formicidae,Myrmicinae,Pheidolini,Pheidole,Pheidole_poc,ant,2,"Holldobler & Wilson, 1990",58,"Kaspari & Vargo, 1995",NA,NA,NA,4,4,0,"multiple sources describing Pheidole genus as completely lacking ovaries. No indication in intrageneric variation but confidence marked as 0 just to be safe. Example of ref = workers lack ovaries and are thus invariably sterile regardless of the queen mating frequency and numbers of queens per colony. Huang MH, Wheeler DE, Fjerdingstad EJ. Mating system evolution and worker caste diversity in Pheidole ants. Mol Ecol. 2013 Apr;22(7):1998-2010. ",NA,0,0,0,0,1
Formicidae,Myrmicinae,Pheidolini,Pheidole,Pheidole_PPOC,ant,2,"Holldobler & Wilson, 1990",NA,NA,NA,NA,NA,4,4,0,"multiple sources describing Pheidole genus as completely lacking ovaries. No indication in intrageneric variation but confidence marked as 0 just to be safe. Example of ref = workers lack ovaries and are thus invariably sterile regardless of the queen mating frequency and numbers of queens per colony. Huang MH, Wheeler DE, Fjerdingstad EJ. Mating system evolution and worker caste diversity in Pheidole ants. Mol Ecol. 2013 Apr;22(7):1998-2010. ",NA,0,0,0,0,1
Formicidae,Myrmicinae,Pheidolini,Pheidole,Pheidole_PRUG-L,ant,2,"Holldobler & Wilson, 1990",NA,NA,NA,NA,NA,4,4,0,"multiple sources describing Pheidole genus as completely lacking ovaries. No indication in intrageneric variation but confidence marked as 0 just to be safe. Example of ref = workers lack ovaries and are thus invariably sterile regardless of the queen mating frequency and numbers of queens per colony. Huang MH, Wheeler DE, Fjerdingstad EJ. Mating system evolution and worker caste diversity in Pheidole ants. Mol Ecol. 2013 Apr;22(7):1998-2010. ",NA,0,0,0,0,1
Formicidae,Myrmicinae,Pheidolini,Pheidole,Pheidole_PRUG~B,ant,2,"Holldobler & Wilson, 1990",NA,NA,NA,NA,NA,4,4,0,"multiple sources describing Pheidole genus as completely lacking ovaries. No indication in intrageneric variation but confidence marked as 0 just to be safe. Example of ref = workers lack ovaries and are thus invariably sterile regardless of the queen mating frequency and numbers of queens per colony. Huang MH, Wheeler DE, Fjerdingstad EJ. Mating system evolution and worker caste diversity in Pheidole ants. Mol Ecol. 2013 Apr;22(7):1998-2010. ",NA,0,0,0,0,1
Formicidae,Myrmicinae,Pheidolini,Pheidole,Pheidole_renb,ant,2,"Holldobler & Wilson, 1990",60,"Kaspari & Vargo, 1995",NA,NA,NA,4,4,0,"multiple sources describing Pheidole genus as completely lacking ovaries. No indication in intrageneric variation but confidence marked as 0 just to be safe. Example of ref = workers lack ovaries and are thus invariably sterile regardless of the queen mating frequency and numbers of queens per colony. Huang MH, Wheeler DE, Fjerdingstad EJ. Mating system evolution and worker caste diversity in Pheidole ants. Mol Ecol. 2013 Apr;22(7):1998-2010. ",NA,0,0,0,0,1
Formicidae,Myrmicinae,Pheidolini,Pheidole,Pheidole_rpc,ant,2,"Holldobler & Wilson, 1990",60,"Kaspari & Vargo, 1995",NA,NA,NA,4,4,0,"multiple sources describing Pheidole genus as completely lacking ovaries. No indication in intrageneric variation but confidence marked as 0 just to be safe. Example of ref = workers lack ovaries and are thus invariably sterile regardless of the queen mating frequency and numbers of queens per colony. Huang MH, Wheeler DE, Fjerdingstad EJ. Mating system evolution and worker caste diversity in Pheidole ants. Mol Ecol. 2013 Apr;22(7):1998-2010. ",NA,0,0,0,0,1
Formicidae,Myrmicinae,Pheidolini,Pheidole,Pheidole_sbi,ant,2,"Holldobler & Wilson, 1990",42,"Kaspari & Vargo, 1995",NA,NA,NA,4,4,0,"multiple sources describing Pheidole genus as completely lacking ovaries. No indication in intrageneric variation but confidence marked as 0 just to be safe. Example of ref = workers lack ovaries and are thus invariably sterile regardless of the queen mating frequency and numbers of queens per colony. Huang MH, Wheeler DE, Fjerdingstad EJ. Mating system evolution and worker caste diversity in Pheidole ants. Mol Ecol. 2013 Apr;22(7):1998-2010. ",NA,0,0,0,0,1
Formicidae,Myrmicinae,Pheidolini,Pheidole,Pheidole_sp.,ant,2,"Holldobler & Wilson, 1990",150,"Holldobler&Wilson, 1990",NA,NA,NA,4,4,0,"multiple sources describing Pheidole genus as completely lacking ovaries. No indication in intrageneric variation but confidence marked as 0 just to be safe. Example of ref = workers lack ovaries and are thus invariably sterile regardless of the queen mating frequency and numbers of queens per colony. Huang MH, Wheeler DE, Fjerdingstad EJ. Mating system evolution and worker caste diversity in Pheidole ants. Mol Ecol. 2013 Apr;22(7):1998-2010. ",NA,0,0,0,0,1
Formicidae,Myrmicinae,Pheidolini,Pheidole,Pheidole_spe,ant,NA,NA,56,"Kaspari & Vargo, 1995",NA,NA,NA,4,4,0,"multiple sources describing Pheidole genus as completely lacking ovaries. No indication in intrageneric variation but confidence marked as 0 just to be safe. Example of ref = workers lack ovaries and are thus invariably sterile regardless of the queen mating frequency and numbers of queens per colony. Huang MH, Wheeler DE, Fjerdingstad EJ. Mating system evolution and worker caste diversity in Pheidole ants. Mol Ecol. 2013 Apr;22(7):1998-2010. ",NA,0,0,0,0,1
Formicidae,Myrmicinae,Pheidolini,Pheidole,Pheidole_spp.,ant,NA,NA,125,"Burchill & Moreau, 2016 - (citing Wilson, 1959)",NA,NA,NA,4,4,0,"multiple sources describing Pheidole genus as completely lacking ovaries. No indication in intrageneric variation but confidence marked as 0 just to be safe. Example of ref = workers lack ovaries and are thus invariably sterile regardless of the queen mating frequency and numbers of queens per colony. Huang MH, Wheeler DE, Fjerdingstad EJ. Mating system evolution and worker caste diversity in Pheidole ants. Mol Ecol. 2013 Apr;22(7):1998-2010. ",NA,0,0,0,0,1
Formicidae,Dolichoderinae,Leptomyrmecini,Philidris,Philidris_th01,ant,2,"Peeters & Wiwatwitaya, 2014",162.25,"Peeters & Wiwatwitaya, 2014",NA,NA,NA,NA,NA,NA,,NA,0,0,0,0,1
Formicidae,Formicinae,Plagiolepidini,Plagiolepis,Plagiolepis_alluaudi,ant,NA,NA,NA,NA,NA,NA,NA,3,4,1,page 191 The Ants,NA,0,0,0,0,0
Formicidae,Formicinae,Plagiolepidini,Plagiolepis,Plagiolepis_xene,ant,NA,NA,NA,NA,1.3,NA,NA,NA,NA,NA,,NA,0,1,0,0,0
Formicidae,Ponerinae,Platythyreini,Platythyrea,Platythyrea_arnoldi,ant,1,"Oster & Wilson, 1978; Blanchard & Moreau, 2017",120,"Villet, 1990",NA,NA,1,1,1,1,"mated workers and mated queen together.  Villet, M. 1993. Cooccurrence of mated workers and a mated queen in a colony of Platythyrea arnoldi (Hymenoptera, Formicidae). South African Journal of Zoology 28(1): 56-57.",NA,0,0,0,0,0
Formicidae,Ponerinae,Platythyreini,Platythyrea,Platythyrea_lamellosa,ant,1,"Oster & Wilson, 1978; Blanchard & Moreau, 2017",115,"Monnin & Peeters, 2008 (citing Villet et al., 1990)",NA,NA,0,1,4,1,"gamergates. Molet, M. & Peeters, C. 2006. Evolution of wingless reproductives in ants: weakly specialized ergatoid queen instead of gamergates in Platythyrea conradti. Insectes Sociaux 53(2): 177-182.",NA,0,0,0,0,0
Formicidae,Ponerinae,Platythyreini,Platythyrea,Platythyrea_punctata,ant,1,"Oster & Wilson, 1978; Blanchard & Moreau, 2017",36.8,"King & Porter, 2007; Kellner & Heinze, 2011 (citing Kellner et al., unpublished data in the paper)",NA,NA,1,1,NA,NA,,NA,0,0,1,0,0
Formicidae,Ponerinae,Platythyreini,Platythyrea,Platythyrea_quadridenta,ant,1,"Oster & Wilson, 1978; Blanchard & Moreau, 2017",19.63,"Monnin & Peeters, 2008 (citing Ito, 1994 + Ito personal communication)",NA,NA,1,1,4,1,"gamergates. Molet, M. & Peeters, C. 2006. Evolution of wingless reproductives in ants: weakly specialized ergatoid queen instead of gamergates in Platythyrea conradti. Insectes Sociaux 53(2): 177-182.",NA,0,0,0,0,0
Formicidae,Ponerinae,Platythyreini,Platythyrea,Platythyrea_schultzei,ant,1,"Oster & Wilson, 1978; Blanchard & Moreau, 2017",21.5,"Villet, 1990; Monnin & Peeters, 2008 (citing Villet, 1991)",NA,NA,0,1,NA,NA,,NA,0,0,0,0,0
Formicidae,Ponerinae,Platythyreini,Platythyrea,Platythyrea_sp.1,ant,1,"Oster & Wilson, 1978; Blanchard & Moreau, 2017",17.46,"Monnin & Peeters, 2008 (citing Ito personal communication)",NA,NA,1,NA,NA,NA,,NA,0,0,0,0,1
